Family Guy;Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.;1999-02-01;https://image.tmdb.org/t/p/w300/aLB7psB9N81n5GecHNOudXWW3AI.jpg;Love Thy Trophy;The Griffins and their neighbors build a festival float. waitress Meg schemes to get bigger tips.;5;2;22;2000-03-15;https://image.tmdb.org/t/p/w500/rffOY1cYMNQQMDZLyzcBTH8QLYX.jpg;Peter;Shin;2023-03-13
Family Guy;Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.;1999-02-01;https://image.tmdb.org/t/p/w300/aLB7psB9N81n5GecHNOudXWW3AI.jpg;Death Is a Bitch;When Peter tries to get out of paying a doctors bill by faking his own death, he is visited by Death himself, who wants to take Peter away. After Death twists his ankle while chasing Peter, everyone on Earth becomes immortal while death is incapacitated.;6;2;22;2000-03-22;https://image.tmdb.org/t/p/w500/i4WkzzMJ0I632a9uvLH8gm165WZ.jpg;Peter;Shin;2023-03-13
Family Guy;Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.;1999-02-01;https://image.tmdb.org/t/p/w300/aLB7psB9N81n5GecHNOudXWW3AI.jpg;The King Is Dead;When Lois become the director of the Quahog Players production of “The King and I” Peter wants a part.  He finds himself in the Producer’s Chair and starts to make some “artistic changes” to the script that involve scantily-clad women and cyborgs.;7;2;22;2000-03-29;https://image.tmdb.org/t/p/w500/mk0PtolBdy8NIOP0PA5RBc1VQOe.jpg;Peter;Shin;2023-03-13
Family Guy;Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.;1999-02-01;https://image.tmdb.org/t/p/w300/aLB7psB9N81n5GecHNOudXWW3AI.jpg;I Am Peter, Hear Me Roar;Forced to go to a women’s retreat for telling sexist jokes at work, Peter resists the idea at first.  After two weeks, however, Peter becomes a sensitive male.  No one likes the new Peter, especially Lois.  While attending a charity dinner, Lois does something that snaps Peter out of his feminine phase.;8;2;22;2000-03-29;https://image.tmdb.org/t/p/w500/bg4KpEmmZLvv5H6djZhbmn8KxAn.jpg;Peter;Shin;2023-03-13
Family Guy;Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.;1999-02-01;https://image.tmdb.org/t/p/w300/aLB7psB9N81n5GecHNOudXWW3AI.jpg;If I'm Dyin', I'm Lyin';Peter makes Chris pretend he's dying, in order to save a television program.;9;2;22;2000-04-05;https://image.tmdb.org/t/p/w500/rRYUYrz9FY3m5Uy8VuU3Czqqx1r.jpg;Peter;Shin;2023-03-13
Family Guy;Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.;1999-02-01;https://image.tmdb.org/t/p/w300/aLB7psB9N81n5GecHNOudXWW3AI.jpg;Running Mates;Peter runs against Lois for a seat on the school board.;10;2;22;2000-04-12;https://image.tmdb.org/t/p/w500/kAx3ue4Xje3cj8ASRypupSrXEoL.jpg;Peter;Shin;2023-03-13
Family Guy;Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.;1999-02-01;https://image.tmdb.org/t/p/w300/aLB7psB9N81n5GecHNOudXWW3AI.jpg;A Picture Is Worth a 1,000 Bucks;Peter is envious of an old friend's success. Chris' painting gets serious attention.;11;2;22;2000-04-19;https://image.tmdb.org/t/p/w500/xbhaGTlUVa56JEwp2FQMLRzaQzV.jpg;Peter;Shin;2023-03-13
Family Guy;Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.;1999-02-01;https://image.tmdb.org/t/p/w300/aLB7psB9N81n5GecHNOudXWW3AI.jpg;Fifteen Minutes of Shame;Meg exposes her family on a talk show.;12;2;22;2000-04-26;https://image.tmdb.org/t/p/w500/eDXipQwqELtjKF44cG4Guesddcq.jpg;Peter;Shin;2023-03-13
Family Guy;Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.;1999-02-01;https://image.tmdb.org/t/p/w300/aLB7psB9N81n5GecHNOudXWW3AI.jpg;Road to Rhode Island;Stewie misbehaves while visiting his grandparents.;13;2;22;2000-05-31;https://image.tmdb.org/t/p/w500/mpaMrYZEj10kEI0iUk1dUgKNJQs.jpg;Peter;Shin;2023-03-13
Family Guy;Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.;1999-02-01;https://image.tmdb.org/t/p/w300/aLB7psB9N81n5GecHNOudXWW3AI.jpg;Let's Go to the Hop;Peter infiltrates Quahog High School as a new student.;14;2;22;2000-06-07;https://image.tmdb.org/t/p/w500/cMTzzeAwYYDYXY3TWLE8SXDKksz.jpg;Peter;Shin;2023-03-13
